COMPONENT;KEY;EN;NL;FR
DEF;Cumulatieve discount factor laatste periode;Accumulated discount factor last period;Cumulatieve discount factor laatste periode;
DEF;Cumulatieve discountfactor;Accumulated discount factor;Cumulatieve discountfactor;
DEF;Cumulatieve verrekenbare verliescompensatie ultimo;Accumulated carry forward end of period;Cumulatieve verrekenbare verliescompensatie ultimo;
DEF;Cumulatieve;Accumulated;Cumulatieve;
DEF;Cumulative discount factor;Accumulated discount factor;Cumulative discount factor;
DEF;Current ratio;Current ratio;Current ratio;
DEF;CV;Coorporate union;CV;
DEF;D-U-N-S Nummer;D-U-N-SÂ® Number;D-U-N-S Nummer;
DEF;D-U-N-S® Nummer;D-U-N-S® Nummer;D-U-N-S® Nummer;
DEF;D-U-N-SŽ Nummer;D-U-N-SŽ Number;D-U-N-SŽ Nummer;
DEF;D. -Afschrijvingen;D. -Depreciations;D. -Afschrijvingen;
DEF;Dagen handelsvoorraad;Days of trade inventory;Dagen handelsvoorraad;
DEF;Dagen materiaal en grondstoffen;Days of material and raw materials;Dagen materiaal en grondstoffen;
DEF;Dagen onderhanden werk;Days of work in process;Dagen onderhanden werk;
DEF;Dagen voorraad gereed product;Days of inventory finished products;Dagen voorraad gereed product;
DEF;dagen;days;dagen;
DEF;Damodaran (Risico model);Damodaran risk model;Damodaran (Risico model);
DEF;Datum berekening dek.perc.;Date calculation coverage;Datum berekening dek.perc.;
DEF;Datum geregistreerd;Date registered;Datum geregistreerd;
DEF;Datum invoer;Date input;Datum invoer;
DEF;Datum laatst ontvangen pandlijst;Date last received list of pledges;Datum laatst ontvangen pandlijst;
DEF;Datum laatste goedkeuring;Date of last approval;Datum laatste goedkeuring;
DEF;Datum van goedkeuring;Date of approval;Datum van goedkeuring;
DEF;Datum;Date;Datum;
DEF;DCF-waarde / boekwaarde geïnv. vermogen;DCF-value invested capital / bookvalue invested capital;DCF-waarde / boekwaarde geïnv. vermogen;
DEF;DCF-waarde EV / aangepast EV;DCF-value shareholders’ equity / adjusted bookvalue shareholders’ equity;DCF-waarde EV / aangepast EV;
DEF;DCF-waarde EV / eigen verm.;DCF-value shareholders’ equity / bookvalue of shareholders equity;DCF-waarde EV / eigen verm.;
DEF;DCF-waarde EV / omzet;DCF-value shareholders’ equity / sales;DCF-waarde EV / omzet;
DEF;DCF-waarde EV / winst;DCF-value shareholders’ equity / profit;DCF-waarde EV / winst;
DEF;DCF-waarde geïnv. vermogen / EBITDA;DCF-value invested capital / EBITDA;DCF-waarde geïnv. vermogen / EBITDA;
DEF;DCF-waarde per aandeel;DCF-value per share;DCF-waarde per aandeel;
DEF;DCF-waarde totaal vermogen / Earnings Before Interest Taxes Depreciation and Amortisation;DCF-value invested capital / Earnings Before Interest Taxes Depreciation and Amortisation;DCF-waarde totaal vermogen / Earnings Before Interest Taxes Depreciation and Amortisation;
DEF;De {U>}{Arbeidsquote[Title]:0}{<U} meet productiviteit.;The {U>}{Arbeidsquote[Title]:0}{<U} measures productivity.;De {U>}{Arbeidsquote[Title]:0}{<U} meet productiviteit.;
DEF;De {U>}{BrutoWperKracht[Title]:0}{<U} meet de arbeidsproductiviteit in het bedrijf.;The {U>}{BrutoWperKracht[Title]:0}{<U} measures the labor productivity in the firm.;De {U>}{BrutoWperKracht[Title]:0}{<U} meet de arbeidsproductiviteit in het bedrijf.;
DEF;De {U>}{CurrentRatio[Title]:0}{<U} is een maatstaf voor liquiditeit;The {U>}{CurrentRatio[Title]:0}{<U} is a measure of liquidity.;De {U>}{CurrentRatio[Title]:0}{<U} is een maatstaf voor liquiditeit;
DEF;De %s1 drukt de arbeids-productiviteit binnen de onderneming uit.;The %s1 measures the labor productivity in the firm.;De %s1 drukt de arbeids-productiviteit binnen de onderneming uit.;
DEF;De %s1 drukt de verhouding uit tussen de winst en het eigen vermogen.;The %s1 measures the rate of return on shareholders’ equity.;De %s1 drukt de verhouding uit tussen de winst en het eigen vermogen.;
DEF;De %s1 drukt de verhouding uit tussen eigen vermogen en totaal vermogen.;The ratio %s1 expresses the proportion of shareholders’ equity on total assets.;De %s1 drukt de verhouding uit tussen eigen vermogen en totaal vermogen.;
DEF;De %s1 duidt op productiviteit.;The %s1 measures productivity.;De %s1 duidt op productiviteit.;
DEF;De %s1 geeft aan hoelang het totaal aan vorderingen gemiddeld open staat.;The %s1 measures the length of the period that receivables are standing out.;De %s1 geeft aan hoelang het totaal aan vorderingen gemiddeld open staat.;
DEF;De %s1 is het gedeelte van de omzet dat resteert na aftrek van kosten voor inkoop van goederen en materialen.;The ratio %s1 is that proportion of sales that remains after the deduction of the cost of goods sold.;De %s1 is het gedeelte van de omzet dat resteert na aftrek van kosten voor inkoop van goederen en materialen.;
DEF;De %s1 zegt iets over het betaalgedrag van de onderneming.;The %s1 measures payment policy of the firm.;De %s1 zegt iets over het betaalgedrag van de onderneming.;
DEF;De afwijzing is opgeslagen.;The refusal is recorded.;De afwijzing is opgeslagen.;
DEF;De afwijzing is vastgelegd.;The refusal is recorded.;De afwijzing is vastgelegd.;
DEF;De balans is uit evenwicht per einde;No match between assets and liabilities per end of;De balans is uit evenwicht per einde;
DEF;De benodigde vergunningen zijn verkregen;The necessary licenses have been obtained;De benodigde vergunningen zijn verkregen;
DEF;De berekende handelsgoedenvoorraad zal nooit groter zijn dan de totale inkopen in de opgegeven termijn;The resulting inventory will never exceed the total cost of sales in that period;De berekende handelsgoedenvoorraad zal nooit groter zijn dan de totale inkopen in de opgegeven termijn;
DEF;De berekende waarde is;The resulting value is;De berekende waarde is;
DEF;De betaalachterstand aan leveranciers is zeer hoog.;Payment delays to suppliers are very high.;De betaalachterstand aan leveranciers is zeer hoog.;
DEF;De bovenstaande fout(en) in de historie leiden ertoe dat de daaropvolgende prognosejaren onjuist zijn.;The abovementioned error(s) in the history will lead to an inaccurate forecast.;De bovenstaande fout(en) in de historie leiden ertoe dat de daaropvolgende prognosejaren onjuist zijn.;
DEF;De current ratio is zeer hoog, de vlottende activa en het kort vreemd vermogen vereisen nadere analyse.;The current ratio is very high. The current assets and the short term debt require further analysis.;De current ratio is zeer hoog, de vlottende activa en het kort vreemd vermogen vereisen nadere analyse.;
DEF;De doelverhouding voor EV/TV is niet bereikt in de steady state.;The target ratio for {EV/TV} is not met in the steady state.;De doelverhouding voor EV/TV is niet bereikt in de steady state.;
DEF;De EBITDA is ruim voldoende om de financieringslasten te dekken.;The EBITDA interest coverage is highly satisfactory in order to cover financial expenses.;De EBITDA is ruim voldoende om de financieringslasten te dekken.;
DEF;De EBITDA is voldoende om de financieringslasten te dekken.;The EBITDA is sufficient to cover financial expenses.;De EBITDA is voldoende om de financieringslasten te dekken.;
DEF;De eigen middelen zijn aan de bank aangetoond;Own capital has been shown to the bank;De eigen middelen zijn aan de bank aangetoond;
DEF;De financieringsdruk dient verlaagt te worden.;The financing pressure needs to lowered.;De financieringsdruk dient verlaagt te worden.;
DEF;De financieringslasten wegen te zwaar op de EBITDA om voldoende dekkend te kunnen zijn.;The financial expenses are too high to be sufficiently covered by the EBITDA.;De financieringslasten wegen te zwaar op de EBITDA om voldoende dekkend te kunnen zijn.;
DEF;De financieringslasten wegen zeer zwaar op de EBITDA interest dekking.;The financial expenses are very high compared to the EBITDA.;De financieringslasten wegen zeer zwaar op de EBITDA interest dekking.;
DEF;De financieringslasten wegen zwaar op de EBITDA interest dekking.;The financial expenses are high compared to the EBITDA.;De financieringslasten wegen zwaar op de EBITDA interest dekking.;
DEF;De getoonde termijn op jaarbasis is opnieuw berekend op basis van de vastgestelde voorraad eind van het jaar en de jaarinkopen;The presented weeks in inventory of an aggregated period will be recalculated based upon the inventory that has been determined on a disaggregated level;De getoonde termijn op jaarbasis is opnieuw berekend op basis van de vastgestelde voorraad eind van het jaar en de jaarinkopen;
DEF;De handelscrediteurentermijn is kort.;The average period accounts payable is short.;De handelscrediteurentermijn is kort.;
DEF;De handelscrediteurentermijn is langer dan 30 dagen, probeer het betaalgedrag te verbeteren.;The average period of trade-accounts payable exceeds 30 days, try to decrease this average period.;De handelscrediteurentermijn is langer dan 30 dagen, probeer het betaalgedrag te verbeteren.;
DEF;De handelscrediteurentermijn is langer dan 30 dagen.;The average period accounts payable has exceeded 30 days.;De handelscrediteurentermijn is langer dan 30 dagen.;
DEF;De handelscrediteurentermijn is niet te lang.;The average period accounts payable is not too long.;De handelscrediteurentermijn is niet te lang.;
DEF;De handelscrediteurentermijn is zeer kort.;The average period accounts payable is very short.;De handelscrediteurentermijn is zeer kort.;
DEF;De handelscrediteurentermijn is zeer lang.;The average period trade accounts payable is very long.;De handelscrediteurentermijn is zeer lang.;
DEF;De handelscrediteurentermijn kan niet worden berekend.;The average period trade accounts payable can not be calculated.;De handelscrediteurentermijn kan niet worden berekend.;
DEF;De handelscrediteurentermijn;The average period trade-accounts payable;De handelscrediteurentermijn;
DEF;De handelsgoederenvoorraad wordt gebaseerd op de handelsvoorraadtermijn, teruggerekend in de tijd;The inventory merchandise is based upon the cost of sales during this term calculated backwards in time;De handelsgoederenvoorraad wordt gebaseerd op de handelsvoorraadtermijn, teruggerekend in de tijd;
DEF;De handelsgoederenvoorraad wordt gebaseerd op de handelsvoorraadtermijn, teruggerekend in de tijd. De berekende handelsgoedenvoorraad zal nooit groter zijn dan de totale inkopen in de opgegeven termijn.;The merchandise inventory is based on the trading stock term regressed in time. The calculated trade good stock will never be higher than the total purchases in the time allowed.;De handelsgoederenvoorraad wordt gebaseerd op de handelsvoorraadtermijn, teruggerekend in de tijd. De berekende handelsgoedenvoorraad zal nooit groter zijn dan de totale inkopen in de opgegeven termijn.;
DEF;De hoogte van deze ratio typeert het invorderingsgedrag. Een verkorting van deze termijn biedt meer financiële ruimte.;This ratio typifies collection policy. A shortening of the length of this period should improve financial slack.;De hoogte van deze ratio typeert het invorderingsgedrag. Een verkorting van deze termijn biedt meer financiële ruimte.;
DEF;De interest coverage kan niet berekend worden.;The EBITDA interest coverage can not be calculated.;De interest coverage kan niet berekend worden.;
DEF;De investering van;The investment of;De investering van;
DEF;De kwalitatieve score;The qualitative score;De kwalitatieve score;
DEF;De lening ad.;The loan of;De lening ad.;
DEF;De lening is achtergesteld t.o.v. alle crediteuren/bankfinanciering;The loan is subordinated to all accounts payable/bank financing;De lening is achtergesteld t.o.v. alle crediteuren/bankfinanciering;
DEF;De liquiditeit is (ruim)voldoende.;The liquidity is (very) satisfactory.;De liquiditeit is (ruim)voldoende.;
DEF;De liquiditeit is goed.;The liquidity is good.;De liquiditeit is goed.;
DEF;De liquiditeit is laag.;The liquidity is low.;De liquiditeit is laag.;
DEF;De liquiditeit is te laag.;The liquidity is too low.;De liquiditeit is te laag.;
DEF;De liquiditeit is zeer goed.;The liquidity is very good.;De liquiditeit is zeer goed.;
DEF;De liquiditeit is zeer laag.;The liquidity is very low.;De liquiditeit is zeer laag.;
DEF;De liquiditeit kan niet berekend worden.;The liquidity can not be calculated.;De liquiditeit kan niet berekend worden.;
DEF;De liquiditeit;The liquidity;De liquiditeit;
DEF;De liquiditeitspositie is kritiek, de liquiditeitspositie dient versterkt te worden.;The liquidity position is critical. The liquidity position needs to be improved.;De liquiditeitspositie is kritiek, de liquiditeitspositie dient versterkt te worden.;
DEF;De markt waar van de activa van de onderneming;The market value of the firm’s asssets;De markt waar van de activa van de onderneming;
DEF;De naam van het dossier is te lang;The name of the file is too long;De naam van het dossier is te lang;
DEF;De omvang van de omzetdaling vereist inkrimpingsmaatregelen, controleer of deze zijn doorgevoerd.;The scale of turnover decrease requires downsizing measures. Check if these measures have been taken.;De omvang van de omzetdaling vereist inkrimpingsmaatregelen, controleer of deze zijn doorgevoerd.;
DEF;De optie zal de cijfers van de BNK overzetten naar het eerste prognosejaar.;This option will copy the SACA figures to the first forecasting year.;De optie zal de cijfers van de BNK overzetten naar het eerste prognosejaar.;
DEF;De prognose is gebaseerd op een niet correct historisch jaar.;The forecast is based on incorrect historical data.;De prognose is gebaseerd op een niet correct historisch jaar.;
DEF;De ratio %s1 drukt de verhouding uit tussen eigen en totaal vermogen.;The ratio %s1 expresses the proportion of shareholders’ equity on Total value.;De ratio %s1 drukt de verhouding uit tussen eigen en totaal vermogen.;
DEF;De ratio geeft aan hoelang de schulden gemiddeld open staan;This ratio expresses the length of the period that payments are due;De ratio geeft aan hoelang de schulden gemiddeld open staan;
DEF;de ratio hoger is, is de onderneming beter in staat op de korte termijn aan &;the ratio is higher, the company is better able to comply with her &;de ratio hoger is, is de onderneming beter in staat op de korte termijn aan &;
DEF;De ratio;The ratio;De ratio;
DEF;De rechtmatige vestiging is aan de bank aangetoond;The legitimate establishment has been shown to the bank;De rechtmatige vestiging is aan de bank aangetoond;
DEF;De reële omzetgroei kan niet worden berekend.;The real turnover growth can not be calculated.;De reële omzetgroei kan niet worden berekend.;
DEF;De reële omzetgroei;The real turnover growth;De reële omzetgroei;
DEF;De rentedekking;The interest coverage;De rentedekking;
DEF;De route begint met de investeringen.;The route starts with investments.;De route begint met de investeringen.;
DEF;De route gaat nu terug naar de financieringen.;The route now goes back to financing.;De route gaat nu terug naar de financieringen.;
DEF;De route gaat nu terug naar de investeringen.;The route now goes back to investments.;De route gaat nu terug naar de investeringen.;
DEF;De route gaat nu terug naar het aansprakelijk vermogen.;The route now goes back to liable capital.;De route gaat nu terug naar het aansprakelijk vermogen.;
