COMPONENT;KEY;EN;NL;
DEF;0:Maak keuze|46:Bosbouw|47:Dealers Bedrijfswagens|48:Groothandel Aluminium|49:Groothandel Bedrijfswagens|50:Groothandel Chemische Producten|51:Groothandel Huiden & Leer|52:Groothandel Machines & Metaalproducten|53:Groothandel Overige Basisgrondstoffen|54:Groothandel Overige Non-Ferro Metalen|55:Groothandel Rubber- & Kunststofproducten:|56:Groothandel Ruw Hout, Pulp & Papier|57:Groothandel Staal|58:Leasing Bedrijfswagens|59:Leasing Luchtvaartuigen|60:Leasing Machines & Metaalproducten|61:Leasing Personenauto's|62:Metaalbewerking|63:Productie & Groothandel Diamant|64:Productie & Groothandel Luchtvaartuigen|65:Productie & Groothandel Verpakkingen|66:Productie Auto-onderdelen|67:Productie Banden|68:Productie Bedrijfswagens|69:Productie Chemische Basisproducten|70:Productie Chemische Specialiteiten|71:Productie Consumentenelektronica|72:Productie Defensie Materieel|73:Productie Elektrische Apparaten;0:Please Choose|46:Forestry|47:Dealers Commercial Vehicles|48:Wholesale Aluminium|49:Wholesale Vans|50:Wholesale Chemicals|51:Wholesale Hides and Leather|52:Wholesale Machinery & Metal Products|53:Wholesale and Other Basic Commodities|54:Wholesale and Other Non-Ferrous Metals|55:Wholesale Rubber & Plastics|56:Wholesale Raw Wood, Pulp & Paper|57:Wholesale Steel|58:Leasing Commercial Vehicles|59:Leasing Aircraft|60:Leasing Machinery & Metal Products|61:Leasing Cars|62:Metalworking|63:Manufacturing & Wholesale Diamonds|64:Manufacturing & Wholesale Aircraft|65:Manufacturing & Wholesale Packaging|66:Production Car parts|67:Production Tyres|68:Production Vans|69:Production Basic Chemicals|70:Production Specialty Chemicals|71:Consumer Electronics Production|72:Defence Materiel Production|73:Production Electrical Appliances;0:Maak keuze|46:Bosbouw|47:Dealers Bedrijfswagens|48:Groothandel Aluminium|49:Groothandel Bedrijfswagens|50:Groothandel Chemische Producten|51:Groothandel Huiden & Leer|52:Groothandel Machines & Metaalproducten|53:Groothandel Overige Basisgrondstoffen|54:Groothandel Overige Non-Ferro Metalen|55:Groothandel Rubber- & Kunststofproducten:|56:Groothandel Ruw Hout, Pulp & Papier|57:Groothandel Staal|58:Leasing Bedrijfswagens|59:Leasing Luchtvaartuigen|60:Leasing Machines & Metaalproducten|61:Leasing Personenauto's|62:Metaalbewerking|63:Productie & Groothandel Diamant|64:Productie & Groothandel Luchtvaartuigen|65:Productie & Groothandel Verpakkingen|66:Productie Auto-onderdelen|67:Productie Banden|68:Productie Bedrijfswagens|69:Productie Chemische Basisproducten|70:Productie Chemische Specialiteiten|71:Productie Consumentenelektronica|72:Productie Defensie Materieel|73:Productie Elektrische Apparaten;
DEF;74:Productie Elektronische Apparaten|75:Productie Elektronische Componenten|76:Productie Fotografische Producten|77:Productie Hijs-, Hef- & Transportwerktuigen|78:Productie Huishoudelijke Apparaten|79:Productie Industriële Gassen|80:Productie Kleding & Sportschoenen|81:Productie Kunststofproducten|82:Productie Leer|83:Productie Machines Algemeen Gebruik|84:Productie Meet & Regelapparatuur|85:Productie Metaalproducten|86:Productie Meubels|87:Productie Mode-accessoires|88:Productie Niet-Duurzame Huishoudelijke Producten|89:Productie Optische Apparatuur|90:Productie Overige Duurzame Huishoudelijke Producten|91:Productie Overige Non-Ferro Metalen|92:Productie Overige Recreatieve Producten|93:Productie Overige Transportmiddelen|94:Productie Overige Wooninterieurproducten|95:Productie Personenauto's|96:Productie Pulp & Papier|97:Productie Rubberproducten|98:Productie Schepen|99:Productie Schoenen|100:Productie Sectorspecifieke Machines|101:Productie Speelgoed & Spellen|102:Productie Staal;74:Production Electronic Equipment|75:Production Electronic Components|76:Production Photographic Products|77:Production Lifting, Lifting & Handling Equipment|78:Production Domestic Appliances|79:Production Industrial Gases|80:Production Clothing & Athletic|81:Production Plastics|82:Production Leather|83:Production Machinery General Use|84:Production Measurement & Control Equipment|85:Production Metal Products|86:Production Furniture|87:Production Fashion Accessories|88:Manufacturing Non-Durable Household Products|89:Production Optical Equipment|90:Production Miscellaneous Durable Household Products|91:Production of Other Non-Ferrous Metals|92:Production Other Recreational Products|93:Production Other Transport|94:Production Other Residential Interior Products|95:Production Cars|96:Production Pulp & Paper|97:Production Rubber products|98:Production vessels|99:Production Shoes|100:Manufacturing Sector Specific Machines|101:Production Toys & Games|102:Manufacturing Steel;74:Productie Elektronische Apparaten|75:Productie Elektronische Componenten|76:Productie Fotografische Producten|77:Productie Hijs-, Hef- & Transportwerktuigen|78:Productie Huishoudelijke Apparaten|79:Productie Industriële Gassen|80:Productie Kleding & Sportschoenen|81:Productie Kunststofproducten|82:Productie Leer|83:Productie Machines Algemeen Gebruik|84:Productie Meet & Regelapparatuur|85:Productie Metaalproducten|86:Productie Meubels|87:Productie Mode-accessoires|88:Productie Niet-Duurzame Huishoudelijke Producten|89:Productie Optische Apparatuur|90:Productie Overige Duurzame Huishoudelijke Producten|91:Productie Overige Non-Ferro Metalen|92:Productie Overige Recreatieve Producten|93:Productie Overige Transportmiddelen|94:Productie Overige Wooninterieurproducten|95:Productie Personenauto's|96:Productie Pulp & Papier|97:Productie Rubberproducten|98:Productie Schepen|99:Productie Schoenen|100:Productie Sectorspecifieke Machines|101:Productie Speelgoed & Spellen|102:Productie Staal;
DEF;103:Productie Textiel|104:Productie Verzorgingsproducten|105:Verhuur Recreatieve Producten|106:Winning & Productie Goud|107:Winning & Productie Overige Basisgrondstoffen|108:Winning & Productie Overige Edelmetalen|109:Winning Bauxiet & Productie Aluminium|110:Winning Diamant|111:Winning Kolen|112:Woningbouw;103:Production Textile|104:Manufacturing products|105:Renting Recreational Products|106:Mining & Manufacturing Gold|107:Mining & Manufacturing Other Basic Materials|108:Mining & Manufacturing Other Precious Metals|109:Bauxite Mining & Manufacturing Aluminium|110:Winning Diamonds|111:Coal Mining|112:Housing;103:Productie Textiel|104:Productie Verzorgingsproducten|105:Verhuur Recreatieve Producten|106:Winning & Productie Goud|107:Winning & Productie Overige Basisgrondstoffen|108:Winning & Productie Overige Edelmetalen|109:Winning Bauxiet & Productie Aluminium|110:Winning Diamant|111:Winning Kolen|112:Woningbouw;
budget;instellingen;Settings;Instellingen;
budget;client_expectation;Client expectation;Klantverwachting;
budget;add_client_expectation_year;Add client expectation year;Voeg klantverwachting jaar toe;
budget;add_client_expectation_year_description;You are about to add a customer expectation year.;U staat op het punt om een klantverwachting jaar toe te voegen.;
budget;add_year;Add year;Voeg jaar toe;
DEF;subgoal;Subgoal;Subdoel;
DEF;Customer purpose;Customer purpose;Klantdoel;
DEF;10:CJ|101:Klant van klant bedrijf of instelling|102:Klant van klant faillissement|11:Spec. samenwerkingsverb.|12:Eenmanszaak|13:Informele vereniging|14:Rederij|15:Maatschap|16:VOF|17:CV een vennoot|18:CV meer vennoten|19:vereniging van eigenaren|20:Vereniging|21:Beperkte vereniging|22:Stichting|23:Kerkgenootschap|24:Kerkgenootschap niet ingesch.|25:Cooperatie|26:OWM|27:BV|28:BV i.o.|29:NV|30:NV i.o.|31:Buitenlands bedrijf|32:Buitenlands bedrijf|33:Buitenlands EG-bedrijf|34:Buitenlandse NV|35:Buitenlandse BV|36:Overig Buitenlands|37:Publ. recht. orgaan|38:EESV|40:Mini onderneming|41:OV met rechtspersoonlijkheid|42:CV met rechtspersoonlijkheid|43:Stille Vennootschap|44:Vestiging of afdeling|998:Interne kant|999:Nog nader te bepalen|;10:CJ|101:Customer customer company or institution|102:Customer customer bankruptcy|11:Special Partnership|12:Sole Proprietorship|13:Informal association|14: Shipping company|15:Partnership|16:VOF|17:Resume an affiliate|18:CV more associates|19:owners association|20:Society|21:Limited society|22:Foundation|23:Denomination|24:Denomination not Enabled|25:Cooperatie|26:OWM|27:Public limited company (Plc)|28:Public limited company (Plc) io|29:Limited liability company (Ltd)|30:Limited liability company (Ltd) io|31:Foreign holding|32:Foreign company|33:Foreign EC business|34:Foreign Limited liability company (Ltd)|35:International Public limited company (Plc)|36:Other Foreign|37:Publ. straight. Body|38:grouping|40:Sample Company|41:OV with legal personality|42:CV with legal personality|43:Silent Company|44:Establishment of department|998: Internal side| 999: Still to be determined |;10:CJ|101:Klant van klant bedrijf of instelling|102:Klant van klant faillissement|11:Spec. samenwerkingsverb.|12:Eenmanszaak|13:Informele vereniging|14:Rederij|15:Maatschap|16:VOF|17:CV een vennoot|18:CV meer vennoten|19:vereniging van eigenaren|20:Vereniging|21:Beperkte vereniging|22:Stichting|23:Kerkgenootschap|24:Kerkgenootschap niet ingesch.|25:Cooperatie|26:OWM|27:BV|28:BV i.o.|29:NV|30:NV i.o.|31:Buitenlands bedrijf|32:Buitenlands bedrijf|33:Buitenlands EG-bedrijf|34:Buitenlandse NV|35:Buitenlandse BV|36:Overig Buitenlands|37:Publ. recht. orgaan|38:EESV|40:Mini onderneming|41:OV met rechtspersoonlijkheid|42:CV met rechtspersoonlijkheid|43:Stille Vennootschap|44:Vestiging of afdeling|998:Interne kant|999:Nog nader te bepalen|;
scorecard;Synchronization failed could not resolve property: Referentienummer of FORCE.ProductInstantie.Overeenkomst.OvereenkomstEVN;Synchronization failed could not resolve property: Referentienummer of FORCE.ProductInstantie.Overeenkomst.OvereenkomstEVN;Synchronization failed could not resolve property: ProductInstantie Overeenkomst;Synchronisatie mislukt: ProductInstantie Overeenkomst;
DEF;The branche that you have selected is currently not supported;The branche that you have selected is currently not supported;De branch die u heeft geselecteerd wordt niet ondersteund;
budget;no_file_type_selected;No filetype selected;Geen bestandstype geselecteerd;
budget;no_file_selected;No file selected;Geen bestand geselecteerd;
scorecard;no_file_selected;No file selected;Geen bestand geselecteerd;
budget;no_start_or_end_period_selected;No start or end period selected;Geen start of eind periode geselecteerd;
budget;failed_upload;Failed upload;Gefaalde upload;
scorecard;failed_upload;Failed upload;Gefaalde upload;
budget;not_interim_or_forecast;This document is not a interim or forecast XBRL;Dit bestand is geen tussentijds of prognose XBRL;
budget;import_budget_button;XBRL import;Importeer XBRL;
budget;budget_import_button;XBRL (forecast) import;Importeer (prognose) XBRL;
scorecard;add_history;Add agro extension;Voeg agro-extensie toe;
budget;add_history;Add client expectation;Upload klantverwachting;
scorecard;add_history_description;Upload a file from your device which you would like to add to the client expectation figures for this customer.;Upload een bestand van uw computer waarvan u de cijfers wilt toevoegen aan de klantverwachting van deze cliënt.;
budget;add_history_description;Upload a file from your device which you would like to add to the client expectation figures for this customer.;Upload een bestand van uw computer waarvan u de cijfers wilt toevoegen aan de klantverwachting van deze cliënt.;
budget;successful_upload;Upload successful;Succesvolle upload;
scorecard;overwrite_existing;Overwrite existing data;Overschrijf aanwezige data;
budget;overwrite_existing;Overwrite existing data;Overschrijf aanwezige data;
budget;upload_file;Upload file;Bestand;
scorecard;upload_file;Upload file;Bestand;
budget;read_more_feedback;View details;Bekijk details;
scorecard;read_more_feedback;View details;Bekijk details;
scorecard;incorrect_xbrl;The document you are trying to upload is invalid, please check if the document is correct XBRL.;Het document wat u probeert te uploaden is invalide, controleer of het XBRL document correct is.;
budget;incorrect_xbrl;The document you are trying to upload is invalid, please check if the document is correct XBRL.;Het document wat u probeert te uploaden is invalide, controleer of het XBRL document correct is.;
scorecard;SBI branche naam;SBI sector description;SBI sectoromschrijving;
scorecard;SBI branche code (Geen lijst);SBI sectorcode;SBI sectorcode;
scorecard;Feitelijke bedrijfsactiviteit;Actual activity;Feitelijke bedrijfsactiviteit;
scorecard;Bruto Omzet;Gross turnover;Bruto Omzet;
scorecard;Bedrijfsmodel;Business model;Bedrijfsmodel;
scorecard;Andere bedrijfsactiviteit;Other business operations;Andere bedrijfsactiviteit;
budget;forecast;Expectation;Verwachting;
budget;interim;Temporary;Voorlopig;
budget;composite;Composite;Samengesteld;
budget;history;History;Historie;
budget;select_historic_years_not_adjacent;Your annual figures are not adjacent to the current client expectation statement that you are trying to create.;Uw jaarcijfers sluiten niet aan op uw geselecteerde verwachtingsjaren. Hierdoor is het niet mogelijk om verwachtingjaren te importeren.;
budget;select_historic_years_empty;You don't have any annual figures. Press next to continue.;U heeft geen jaarcijfers. Druk op volgende om door te gaan.;
scorecard;Client Analysis;Client Analysis;Klantanalyse;
scorecard;Company Analysis;Company Analysis;Bedrijfsmodel;
scorecard;Management Analysis;Management Analysis;Management structuur;
scorecard;Executive Analysis;Executive Analysis;Ondernemingsanalyse;
scorecard;Financial Analysis;Financial Analysis;Financiele analyse;
scorecard;Turnover;Turnover;Omzet;
scorecard;Reasoning;Reasoning;Toelichting;
scorecard;Solvency;Solvency;Solvabiliteit;
scorecard;Current Ratio;Current Ratio;Current ratio;
scorecard;Total Debt to EBITDA;Total Debt to EBITDA;Totale schuld / EBITDA;
def;Financing Targets;Customer purpose;Klantdoel;
def;Financing Target;Customer purpose;Klantdoel;
def;Target;Target;Doel;
def;Specification of subgoal;Specification;Specificatie van subdoel;
def;Add Subgoal;Subtarget;Subdoel;
def;0:Please choose|1:Business establishment|2:Daily operations|3:Inventory, equipment and vehicles|4:Building and land|5:Innovation and sustainability|6:Organizational and structural change|7:Business Acquisition;0:Please choose|1:Business establishment|2:Daily operations|3:Inventory, equipment and vehicles|4:Building and land|5:Innovation and sustainability|6:Organizational and structural change|7:Business Acquisition;0:Maak een keuze|1:Bedrijfsstart |2:Dagelijkse bedrijfsvoering |3:Inventaris, apparatuur en transportmiddelen |4:Pand en grond |5:Innovatie en duurzaamheid |6:Organisatie- en structuurwijziging |7:Bedrijfsovername;
def;Within daily operation;Within daily operation;Valt binnen dagelijkse bedrijfsvoering;
def;Explenation;Explanation;Toelichting;
def;Effective date;Effective date;Ingangsdatum;
def;Substantiation Goal;Substantiation goal;Onderbouwing doel;
def;Event type;Event type;Event type;
scorecard;Financing Targets;Customer purpose;Klantdoel;
scorecard;Financing Target;Customer purpose;Klantdoel;
scorecard;Target;Target;Doel;
scorecard;Specification of subgoal;Specification;Specificatie van subdoel;
scorecard;Subgoal;Subtarget;Subdoel;
scorecard;0:Please choose|1:Business establishment|2:Daily operations|3:Inventory, equipment and vehicles|4:Building and land|5:Innovation and sustainability|6:Organizational and structural change|7:Business Acquisition;0:Please choose|1:Business establishment|2:Daily operations|3:Inventory, equipment and vehicles|4:Building and land|5:Innovation and sustainability|6:Organizational and structural change|7:Business Acquisition;0:Maak een keuze|1:Bedrijfsstart |2:Dagelijkse bedrijfsvoering |3:Inventaris, apparatuur en transportmiddelen |4:Pand en grond |5:Innovatie en duurzaamheid |6:Organisatie- en structuurwijziging |7:Bedrijfsovername;
scorecard;Within daily operation;Within daily operation;Valt binnen dagelijkse bedrijfsvoering;
scorecard;Explenation;Explanation;Toelichting;
scorecard;Effective date;Effective date;Ingangsdatum;
scorecard;Amount;Amount;Bedrag;
scorecard;Substantiation Goal;Substantiation goal;Onderbouwing doel;
scorecard;Event type;Event type;Event type;
scorecard;Explanation;Explanation;Toelichting;
scorecard;Subtotal;Subtotal;Subtotaal;
crm;questionnairejsmanagementpanel;Dynamic questionnaires;Dynamische scorecards;
crm;select_model_text;Select the model you want to update to the latest version and press update;Selecteer het model die u wilt updaten;
crm;update_questionnaire_title;Update questionnaire screendefinition;Update scorecard schermdefinitie;
forms;graph-selector-select.null; ; ;
forms;graph-selector-add;Add ratio;Voeg ratio toe;
k3;new_history_project;Add annual figures set;Voeg jaarcijferset toe;
k3;project;Description;Beschrijving;
k3;date;Last updated;Laatst gewijzigd;
k3;history-classification-type;Classification type;Classificatietype;
k3;history-years;Available years;Beschikbare jaren;
k3;Final;Final;Definitief;
k3;Restated;Restated;Aangepast;
k3;Draft;Draft;Concept;
k3;Internal;Internal;Intern;
k3;forecast;Forecast;Prognose;
k3;Pro-forma;Pro-forma;Pro-forma;
k3;Combined;Combined;Gecombineerd;
k3;new_project;Add annual figures set;Voeg jaarcijferset toe;
k3;classification-type;Classification type;Classificatietype;
k3;history-projects;Annual figures;Jaarcijfers;
k3;no-historic-years-available;Not available;Niet beschikbaar;
history;add;Add;Voeg toe;
k3;history-classificationtype-empty;Please select a classification type;Selecteer een classificatietype;
k3;history-description-empty;Please enter a description;Voeg een beschrijving toe;
dashboard;activa;Assets;Activa;
dashboard;passiva;Liabilities;Passiva;
dashboard;resultaat;Profit and loss statement;Resultatenrekening;
dashboard;groei;Mutation;Mutatie;
dashboard;bright-tables-button-title;Annual figures;Jaarcijfers;
dashboard;bright-dashboard-button-title;Dashboard;Dashboard;
js;customer;Customer;Klant;
js;benchmark;Peer group;Referentie groep;
k3;selectionForRating;Selected for rating;Gebruik voor rating;
k3;historic_fault_check_failed;Figure set is invalid for rating;Cijferset is ongeschikt voor rating;
k3;benchmark_prefix;Peer group;Referentie groep;
k3;category-type;Financial statement category;Categorie financieel overzicht;
k3;audit-status-type;Audit status;Auditstatus;
k3;Consolidated;Consolidated;Geconsolideerd;
k3;Unconsolidated;Unconsolidated;Ongeconsolideerd;
k3;Qualified;Qualified;Gekwalificeerd;
k3;Unqualified;Unqualified;Ongekwalificeerd;
k3;Unaudited;Unaudited;Niet-geaudit;
k3;Reviewed;Reviewed;Na review;
k3;Compiled;Compiled;Samengesteld;
k3;Tax-return;Tax-return;Belastingteruggaaf;
k3;auditStatus;Audit status;Auditstatus;
k3;history-auditstatus-empty;Please enter an audit status ;Selecteer een auditstatus;
k3;history-category-empty;Please enter a financial statement category;Selecteer een categorie financieel overzicht;
k3;history-category;Category;Categorie;
k3;no_audit_method_available;Not available;Niet beschikbaar;
DEF;Bedrijfsresultaat % van de omzet;Operating margin ratio;Brutowinstmarge ratio;
DEF;Groei brutowinst;Growth gross profit;Groei brutowinst;
DEF;Groei Bedrijfskosten;Growth operating expenses;Groei Bedrijfskosten;
DEF;Groei Bedrijfsresultaat;Growth operating profit;Groei Bedrijfsresultaat;
DEF;Referentie groep;Reference group;Referentie groep;
budget;add_forecast_year;Add forecast year;Voeg prognosejaar toe;
k3;customer-navigation-title;Relations;Contractanten;
scorecard;import-history;XBRL import;Importeer XBRL;
k3;Brutowinstmarge ratio;Operating margin ratio;Brutowinstmarge ratio;
scorecard;successful_upload;Upload successful;Succesvolle upload;
k3;ticket.unauthorized;You are not authorized to view this page.;U bent niet geauthoriseerd om deze pagina te bekijken.;
scorecard;[b]Business & Operations[/b];[b]Business & Operations[/b];[b]Bedrijfsmodel & Exploitatie[/b];
scorecard;Current ratio;Current ratio;Current Ratio;
scorecard;Gross turnover;Gross turnover;Bruto Omzet;
scorecard;[b]Management Structure[/b];[b]Management Structure[/b];[b]Management Structuur[/b];
scorecard;Is the board able to plan activities and results?;Is the board able to plan activities and results?   ;Is de directie in staat haar eigen activiteiten en resultaten te plannen?;
scorecard;Is the board able to monitor activities and results?;Is the board able to monitor activities and results?;Is de directie in staat haar eigen activiteiten en resultaten te monitoren?;
scorecard;Is the board able to control activities and results?;Is the board able to control activities and results?;Is de directie in staat haar eigen activiteiten en resultaten te controleren?;
scorecard;[b]Business risks analysis[/b];[b]Business risks analysis[/b];[b]Ondernemers risico’s analyse (OLPAMO)[/b];
scorecard;Amount of suppliers;Amount of suppliers;Aantal leveranciers;
scorecard;Sufficient stock is kept to ensure normal supplies?;Sufficient stock is kept to ensure normal supplies?;Wordt er genoeg voorraad aangehouden?;
scorecard;Is there any sign of obsolete inventory?;Is there any sign of obsolete inventory? ;Is er sprake van incourante voorraad?;
